filename,volume,cog_x,cog_y,cog_z,num_faces,num_vertices,num_edges
0,ATI_12.stl,666.7261971,0.0004588906599298642,2.2746438616548006e-16,1.1939999999999995,416,208,1248
0,ATI_12.stl,666.7261971,0.0004588906599298642,2.2746438616548006e-16,1.1939999999999995,416,208,1248
0,A290FM_0608_08.stl,238.9364708136667,0.0002551684448896484,-1.873772582695849e-07,3.054629307631983,2056,1028,6168
0,ATI_12.stl,666.7261971,0.0004588906599298642,2.2746438616548006e-16,1.1939999999999995,416,208,1248
0,S270GM_ST_070_013_00_030_R.stl,524.271813,6.609478354684069e-05,2.1996883513490017e-05,5.723181371949898,2614,1307,7842
